Rid;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
35223;contaminacion del aire;12.98;1987-05-01;Metropolitana de Santiago;Lo Espejo
35224;contaminacion de agua;31.68;2013-01-07;IX de La Araucania;Loncoche
35225;contaminacion de agua;29.58;1990-01-09;VIII del Bio-Bio;Tirua
35226;mal olor;47.46;2014-02-14;VIII del Bio-Bio;Cabrero
35227;contaminacion de agua;18.24;2006-05-08;X de Los Lagos;Ancud
35228;ruido;20.87;2000-08-03;III de Atacama;Freirina
35229;mal olor;18;1999-08-20;III de Atacama;Huasco
35230;contaminacion del aire;26.83;1980-06-10;XIV de Los Rios;Panguipulli
35231;contaminacion del aire;4.35;1984-04-30;XVI de Ñuble;Coihueco
35232;contaminacion del aire;15.41;2019-02-22;VIII del Bio-Bio;Arauco
35233;contaminacion del aire;17.71;1997-01-01;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
35234;plagas;0.13;1976-09-17;V de Valparaiso;El Quisco
35235;contaminacion de agua;9.28;2009-05-11;V de Valparaiso;Catemu
35236;contaminacion de agua;43.34;1964-10-16;V de Valparaiso;San Esteban
35237;mal olor;48.48;2013-02-14;X de Los Lagos;Quinchao
35238;ruido;9.56;1993-06-05;V de Valparaiso;Panquehue
35239;contaminacion de agua;46.5;1993-07-01;V de Valparaiso;San Felipe
35240;destruccion del medio ambiente;4.34;2000-02-14;VIII del Bio-Bio;Tome
35241;contaminacion de agua;38.32;2019-07-22;XVI de Ñuble;San Fabian
35242;mal olor;18.39;2012-12-14;Metropolitana de Santiago;Maipu
35243;radiacion;0.24;2000-12-29;IV de Coquimbo;Punitaqui
35244;contaminacion de agua;49.44;1997-08-08;IX de La Araucania;Teodoro Schmidt
35245;destruccion del medio ambiente;39.31;1983-09-26;XV de Arica y Parinacota;Arica
35246;mal olor;25.81;1992-07-08;IX de La Araucania;Vilcun
35247;ruido;48.54;2018-04-09;Metropolitana de Santiago;Pirque
35248;radiacion;31.07;2015-07-20;V de Valparaiso;Catemu
35249;radiacion;11.45;2018-12-19;XVI de Ñuble;Coihueco
35250;contaminacion de agua;43.53;2019-08-06;V de Valparaiso;Viña del Mar
35251;destruccion del medio ambiente;48.19;2019-08-30;V de Valparaiso;Panquehue
35252;contaminacion de suelo;49.44;1996-10-10;IX de La Araucania;Traiguen
35253;radiacion;2.13;1980-01-27;V de Valparaiso;Santo Domingo
35254;ruido;37.49;2006-01-19;VIII del Bio-Bio;Los Angeles
35255;contaminacion del aire;40.19;1983-05-13;V de Valparaiso;Concon
35256;plagas;13.69;2012-10-16;VII del Maule;Curico
35257;radiacion;9.58;2017-05-01;Metropolitana de Santiago;Isla de Maipo
35258;contaminacion de suelo;29.74;2000-09-17;X de Los Lagos;Rio Negro
35259;contaminacion de la cadena trofica;1.42;2012-06-13;XIV de Los Rios;Rio Bueno
35260;ruido;0.14;2018-09-23;VII del Maule;Hualañe
35261;contaminacion de suelo;8.97;1981-09-27;VI del Libertador General Bernardo O'Higgins;Rancagua
35262;contaminacion de la cadena trofica;43.19;1992-06-08;XVI de Ñuble;Coihueco
35263;radiacion;39.53;2001-02-07;III de Atacama;Vallenar
35264;contaminacion de agua;49.94;2011-02-04;X de Los Lagos;Dalcahue
35265;contaminacion del aire;2.58;2000-12-02;VII del Maule;Pencahue
35266;contaminacion de agua;23.09;1991-07-19;X de Los Lagos;Puqueldon
35267;plagas;6.59;2011-12-12;Metropolitana de Santiago;Pirque
35268;contaminacion de suelo;23.44;1998-07-05;XVI de Ñuble;Chillan Viejo
35269;contaminacion de la cadena trofica;35.91;2019-07-04;III de Atacama;Copiapo
35270;contaminacion de suelo;24.87;2018-06-16;IV de Coquimbo;Vicuña
35271;mal olor;28.87;1997-10-06;VIII del Bio-Bio;Santa Juana
35272;contaminacion del aire;37.91;1977-12-29;XI de Aysen del General Carlos Ibañez del Campo;Tortel
35273;plagas;25.28;2018-07-14;IV de Coquimbo;Punitaqui
35274;contaminacion de agua;8.01;1982-11-09;V de Valparaiso;Petorca
35275;contaminacion del aire;13.18;2005-03-10;IX de La Araucania;Cunco
35276;destruccion del medio ambiente;30.85;1994-02-26;VII del Maule;Villa Alegre
35277;plagas;37.28;2012-11-07;X de Los Lagos;Futaleufu
35278;contaminacion de suelo;38.01;1998-03-11;X de Los Lagos;Cochamo
35279;plagas;34.55;1997-12-29;V de Valparaiso;El Quisco
35280;radiacion;39.81;2018-07-03;Metropolitana de Santiago;Curacavi
35281;ruido;30.09;1987-06-22;X de Los Lagos;Puerto Montt
35282;radiacion;38.5;2019-05-06;VIII del Bio-Bio;Nacimiento
35283;contaminacion del aire;45.87;1996-03-02;V de Valparaiso;Panquehue
35284;plagas;41.61;1994-02-14;V de Valparaiso;Nogales
35285;ruido;2.65;2014-09-11;VIII del Bio-Bio;Alto Biobio
35286;contaminacion de agua;41.34;2003-09-24;VII del Maule;Villa Alegre
35287;contaminacion del aire;10.38;1976-05-04;XVI de Ñuble;Coihueco
35288;contaminacion de agua;35.19;1994-12-13;Metropolitana de Santiago;Maria Pinto
35289;ruido;13.89;2016-12-03;VI del Libertador General Bernardo O'Higgins;Requinoa
35290;contaminacion de suelo;1.74;1974-12-13;VII del Maule;Molina
35291;contaminacion de la cadena trofica;6.46;2002-03-06;X de Los Lagos;Chonchi
35292;destruccion del medio ambiente;30.61;2001-03-09;VIII del Bio-Bio;San Rosendo
35293;contaminacion de suelo;2.53;1975-01-30;XII de Magallanes y de La Antartica Chilena;Rio Verde
35294;contaminacion del aire;49.1;2017-04-20;VII del Maule;Hualañe
35295;plagas;26.48;2019-07-19;VII del Maule;Sagrada Familia
35296;destruccion del medio ambiente;18.77;2009-08-12;II de Antofagasta;Maria Elena
35297;ruido;41.38;1993-06-12;X de Los Lagos;Quinchao
35298;contaminacion de suelo;0.56;2019-02-12;V de Valparaiso;Casablanca
35299;mal olor;38.78;1993-11-25;VIII del Bio-Bio;Contulmo
35300;contaminacion de suelo;37.95;2018-03-27;V de Valparaiso;San Antonio
35301;contaminacion del aire;33.04;1976-02-24;IV de Coquimbo;Monte Patria
35302;contaminacion de la cadena trofica;20.74;1996-12-24;VIII del Bio-Bio;Tirua
35303;ruido;40.1;2016-05-23;XVI de Ñuble;Treguaco
35304;ruido;31.42;2007-03-27;XVI de Ñuble;Chillan
35305;plagas;39.83;2017-03-30;V de Valparaiso;Santa Maria
35306;contaminacion de suelo;0.39;2007-08-28;IV de Coquimbo;Canela
35307;contaminacion de agua;20.3;2019-01-13;IX de La Araucania;Melipeuco
35308;radiacion;2.79;1987-04-30;V de Valparaiso;Panquehue
35309;ruido;15.46;2015-07-09;Metropolitana de Santiago;Huechuraba
35310;contaminacion de suelo;29.61;2019-05-13;VI del Libertador General Bernardo O'Higgins;Doñihue
35311;mal olor;39.85;2014-02-01;V de Valparaiso;Papudo
35312;destruccion del medio ambiente;22.69;1982-02-07;Metropolitana de Santiago;Alhue
35313;mal olor;12.1;1997-03-25;IX de La Araucania;Melipeuco
35314;radiacion;6.75;2013-02-05;Metropolitana de Santiago;Calera de Tango
35315;radiacion;38.73;1982-06-24;VI del Libertador General Bernardo O'Higgins;Graneros
35316;plagas;4.64;2017-10-06;X de Los Lagos;Purranque
35317;destruccion del medio ambiente;11.74;2019-02-27;IX de La Araucania;Temuco
35318;contaminacion de la cadena trofica;49.13;1992-08-03;VII del Maule;Parral
35319;contaminacion de la cadena trofica;18.39;1996-09-04;IX de La Araucania;Villarrica
35320;contaminacion de la cadena trofica;40.31;2001-09-30;I de Tarapaca;Huara
35321;plagas;4.69;1998-07-02;VII del Maule;Rauco
35322;contaminacion de suelo;11.41;1988-04-09;IX de La Araucania;Lautaro
35323;mal olor;32.19;2015-08-06;XVI de Ñuble;Bulnes
35324;contaminacion del aire;10.32;1997-05-18;VI del Libertador General Bernardo O'Higgins;Palmilla
35325;contaminacion de agua;40.69;2007-02-11;VII del Maule;Sagrada Familia
35326;contaminacion de agua;43.32;2019-08-15;II de Antofagasta;Sierra Gorda
35327;contaminacion de la cadena trofica;16.66;1985-11-28;X de Los Lagos;San Juan de la Costa
35328;destruccion del medio ambiente;29.17;1982-12-15;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
35329;contaminacion del aire;11.69;2003-11-25;Metropolitana de Santiago;Lampa
35330;contaminacion del aire;9.46;1983-01-01;Metropolitana de Santiago;San Pedro
35331;destruccion del medio ambiente;36.21;1982-11-19;IX de La Araucania;Vilcun
35332;mal olor;31.47;2009-02-11;VI del Libertador General Bernardo O'Higgins;Rancagua
35333;contaminacion del aire;17.47;2000-09-13;XII de Magallanes y de La Antartica Chilena;Punta Arenas
35334;contaminacion de la cadena trofica;41.67;1994-06-21;VII del Maule;Pencahue
35335;contaminacion de suelo;24.96;2012-07-18;VIII del Bio-Bio;Santa Juana
35336;plagas;6.13;2007-01-31;VIII del Bio-Bio;Concepcion
35337;contaminacion de agua;44.57;1963-03-20;Metropolitana de Santiago;La Granja
35338;contaminacion del aire;7.41;2017-01-30;VIII del Bio-Bio;Mulchen
35339;plagas;40.58;2005-04-19;Metropolitana de Santiago;La Reina
35340;contaminacion de agua;15.93;2001-10-03;VI del Libertador General Bernardo O'Higgins;Peralillo
35341;ruido;15.27;2001-03-06;V de Valparaiso;Panquehue
35342;contaminacion del aire;48.3;1952-09-21;X de Los Lagos;Fresia
35343;plagas;40.37;2019-08-05;Metropolitana de Santiago;San Jose de Maipo
35344;destruccion del medio ambiente;9.54;2000-10-05;VI del Libertador General Bernardo O'Higgins;Peumo
35345;plagas;49.68;1973-05-05;VIII del Bio-Bio;Arauco
35346;mal olor;47.72;2004-01-29;VI del Libertador General Bernardo O'Higgins;La Estrella
35347;mal olor;31.69;1988-03-05;VIII del Bio-Bio;Quilaco
35348;contaminacion de suelo;25.05;1992-04-18;Metropolitana de Santiago;Quilicura
35349;destruccion del medio ambiente;22.43;2016-11-28;V de Valparaiso;Papudo
35350;contaminacion de suelo;43.1;1991-03-16;VII del Maule;Vichuquen
35351;contaminacion de agua;45.05;2003-08-12;III de Atacama;Huasco
35352;radiacion;30.02;1970-08-25;IV de Coquimbo;Salamanca
35353;mal olor;43.66;2005-08-16;X de Los Lagos;Hualaihue
35354;mal olor;45.13;2003-01-14;VIII del Bio-Bio;Coronel
35355;ruido;17.73;1995-11-01;XII de Magallanes y de La Antartica Chilena;Porvenir
35356;mal olor;36.38;2019-07-03;VI del Libertador General Bernardo O'Higgins;Codegua
35357;contaminacion del aire;47.55;2013-09-24;IV de Coquimbo;Andacollo
35358;contaminacion de la cadena trofica;44.3;1980-11-27;XIV de Los Rios;Valdivia
35359;plagas;38.18;2000-03-19;V de Valparaiso;La Ligua
35360;contaminacion de suelo;21.21;2004-12-31;X de Los Lagos;Los Muermos
35361;ruido;5.41;1996-10-01;XII de Magallanes y de La Antartica Chilena;Torres del Paine
35362;destruccion del medio ambiente;2.5;1987-03-01;XV de Arica y Parinacota;General Lagos
35363;ruido;17.78;2019-08-02;VIII del Bio-Bio;Cabrero
35364;destruccion del medio ambiente;35.23;1990-10-17;XI de Aysen del General Carlos Ibañez del Campo;Cochrane
35365;destruccion del medio ambiente;23.46;1994-11-28;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
35366;plagas;35.04;1984-07-25;XVI de Ñuble;San Ignacio
35367;radiacion;34.16;1994-06-13;XII de Magallanes y de La Antartica Chilena;Natales
35368;contaminacion de agua;20.99;2014-08-23;XII de Magallanes y de La Antartica Chilena;Natales
35369;ruido;43.22;2012-09-24;V de Valparaiso;Calera
35370;destruccion del medio ambiente;2.88;2012-05-05;V de Valparaiso;San Antonio
35371;destruccion del medio ambiente;13.42;1976-03-08;XVI de Ñuble;Cobquecura
35372;ruido;35.86;2006-03-27;I de Tarapaca;Alto Hospicio
35373;destruccion del medio ambiente;33.66;1978-12-16;V de Valparaiso;Quintero
35374;contaminacion de agua;20.58;2015-06-15;X de Los Lagos;Ancud
35375;contaminacion de agua;33.75;2013-11-11;X de Los Lagos;Puerto Octay
35376;destruccion del medio ambiente;6.66;2002-07-31;VII del Maule;Rauco
35377;plagas;34.35;2008-11-12;X de Los Lagos;Purranque
35378;mal olor;21.11;1988-03-12;XIV de Los Rios;Lago Ranco
35379;plagas;10.07;2018-01-30;Metropolitana de Santiago;San Jose de Maipo
35380;destruccion del medio ambiente;26.5;1972-12-29;II de Antofagasta;San Pedro de Atacama
35381;mal olor;13.7;2005-03-08;X de Los Lagos;Palena
35382;contaminacion de suelo;7.72;2010-05-28;Metropolitana de Santiago;Vitacura
35383;contaminacion de suelo;37.68;1981-07-02;VIII del Bio-Bio;Coronel
35384;contaminacion de suelo;16.4;2003-12-10;XIV de Los Rios;Corral
35385;ruido;8.15;1978-02-01;VIII del Bio-Bio;Florida
35386;contaminacion de suelo;0.55;2010-05-12;I de Tarapaca;Alto Hospicio
35387;contaminacion de agua;37.71;1969-05-02;Metropolitana de Santiago;Huechuraba
35388;ruido;10.04;2015-05-21;V de Valparaiso;Viña del Mar
35389;ruido;37.37;2016-07-01;VI del Libertador General Bernardo O'Higgins;Graneros
35390;plagas;9.8;2016-05-17;Metropolitana de Santiago;San Miguel
35391;contaminacion de la cadena trofica;48.87;2012-10-25;IX de La Araucania;Angol
35392;contaminacion del aire;12.7;1978-05-26;V de Valparaiso;Rinconada
35393;destruccion del medio ambiente;37.76;2003-01-14;VII del Maule;Colbun
35394;ruido;24.5;2005-09-03;VIII del Bio-Bio;Laja
35395;contaminacion de suelo;26.6;2016-05-06;XVI de Ñuble;Quirihue
35396;contaminacion del aire;12.19;2001-02-10;IX de La Araucania;Angol
35397;contaminacion de agua;47.67;2017-06-07;IX de La Araucania;Lumaco
35398;contaminacion de suelo;8.77;2007-04-17;Metropolitana de Santiago;Vitacura
35399;mal olor;14.47;1966-02-17;XVI de Ñuble;San Nicolas
35400;contaminacion de agua;36.9;1988-07-15;IV de Coquimbo;Andacollo
35401;ruido;6.15;1962-02-26;Metropolitana de Santiago;Paine
35402;contaminacion de suelo;25.04;2001-01-20;V de Valparaiso;Concon
35403;contaminacion de la cadena trofica;42.95;2006-11-26;X de Los Lagos;Maullin
35404;contaminacion del aire;36.35;2014-10-17;Metropolitana de Santiago;Melipilla
35405;destruccion del medio ambiente;32.84;1978-10-23;V de Valparaiso;Valparaiso
35406;contaminacion de la cadena trofica;43.84;2007-05-25;VII del Maule;Sagrada Familia
35407;ruido;36.34;2008-03-06;III de Atacama;Chañaral
35408;plagas;6.97;2007-09-02;VII del Maule;San Javier
35409;contaminacion de agua;18.91;2014-05-22;IV de Coquimbo;Andacollo
35410;radiacion;33.73;2013-07-01;IX de La Araucania;Angol
35411;plagas;8.11;2001-03-08;V de Valparaiso;El Quisco
35412;ruido;43.28;2019-01-05;Metropolitana de Santiago;Melipilla
35413;destruccion del medio ambiente;12.96;2019-03-19;IX de La Araucania;Perquenco
35414;radiacion;20.97;1986-07-31;XVI de Ñuble;San Fabian
35415;destruccion del medio ambiente;9.83;1993-04-09;IX de La Araucania;Renaico
35416;contaminacion de la cadena trofica;36.94;1994-11-16;XV de Arica y Parinacota;General Lagos
35417;contaminacion de la cadena trofica;27.19;1985-07-24;Metropolitana de Santiago;La Granja
35418;radiacion;44.42;2017-07-25;VI del Libertador General Bernardo O'Higgins;Olivar
35419;radiacion;34.67;1999-12-26;II de Antofagasta;Tocopilla
35420;contaminacion de suelo;20.58;2018-09-17;IX de La Araucania;Cunco
35421;mal olor;45.79;2014-01-21;II de Antofagasta;Antofagasta
35422;destruccion del medio ambiente;10.05;2012-04-27;XV de Arica y Parinacota;General Lagos
35423;plagas;29.57;2019-05-01;X de Los Lagos;Purranque
35424;plagas;3.07;2002-01-29;VI del Libertador General Bernardo O'Higgins;Peumo
35425;ruido;27.39;2004-02-04;VII del Maule;Vichuquen
35426;ruido;1.46;2007-08-16;VI del Libertador General Bernardo O'Higgins;Machali
35427;plagas;7.37;2014-03-05;Metropolitana de Santiago;Alhue
35428;ruido;6.26;2014-03-14;III de Atacama;Copiapo
35429;contaminacion de la cadena trofica;18.45;1999-01-31;XVI de Ñuble;San Fabian
35430;ruido;4.19;2003-10-17;VIII del Bio-Bio;Los Alamos
35431;contaminacion de suelo;46.63;1970-11-16;IX de La Araucania;Pucon
35432;plagas;0.63;2011-02-26;Metropolitana de Santiago;Vitacura
35433;radiacion;9.95;1993-09-20;XVI de Ñuble;Cobquecura
35434;plagas;11.01;2014-06-27;V de Valparaiso;La Cruz
35435;contaminacion de la cadena trofica;16.85;2014-09-27;Metropolitana de Santiago;San Jose de Maipo
35436;destruccion del medio ambiente;26.81;1992-07-06;VIII del Bio-Bio;Arauco
35437;contaminacion de suelo;43.94;1961-11-14;IX de La Araucania;Ercilla
35438;mal olor;47.72;1977-08-14;Metropolitana de Santiago;San Joaquin
35439;contaminacion de la cadena trofica;27.17;1992-06-04;VII del Maule;Villa Alegre
35440;mal olor;0.3;2014-01-10;XV de Arica y Parinacota;Putre
35441;contaminacion del aire;38.61;1978-09-25;Metropolitana de Santiago;Quinta Normal
35442;plagas;44.8;1972-08-10;IX de La Araucania;Freire
35443;plagas;26.38;1977-05-05;XIV de Los Rios;Futrono
35444;radiacion;36.7;2011-04-29;XV de Arica y Parinacota;Arica
35445;contaminacion de suelo;7.34;2015-08-15;IX de La Araucania;Perquenco
35446;radiacion;11.9;1993-04-09;VIII del Bio-Bio;Alto Biobio
35447;contaminacion de suelo;5.12;2004-07-02;IX de La Araucania;Renaico
35448;mal olor;33.64;1980-09-21;VIII del Bio-Bio;Contulmo
35449;ruido;45.11;2006-02-13;IX de La Araucania;Saavedra
35450;destruccion del medio ambiente;21.73;1999-11-11;VI del Libertador General Bernardo O'Higgins;Rancagua
35451;plagas;37.71;1983-03-04;XVI de Ñuble;Cobquecura
35452;contaminacion de agua;28.93;2007-01-15;Metropolitana de Santiago;Santiago
35453;ruido;26.61;1997-12-14;XII de Magallanes y de La Antartica Chilena;Primavera
35454;contaminacion de suelo;12.84;1985-03-07;VII del Maule;Molina
35455;plagas;12.45;2000-01-15;Metropolitana de Santiago;Puente Alto
35456;plagas;42.43;2006-12-29;Metropolitana de Santiago;Peñaflor
35457;destruccion del medio ambiente;10.99;2018-12-26;XIV de Los Rios;Los Lagos
35458;mal olor;20.08;2018-11-21;II de Antofagasta;Sierra Gorda
35459;contaminacion de suelo;33.07;2014-10-10;VII del Maule;Constitucion
35460;ruido;34.15;2015-08-17;Metropolitana de Santiago;El Bosque
35461;contaminacion de agua;43.24;1999-04-09;Metropolitana de Santiago;Padre Hurtado
35462;destruccion del medio ambiente;25.7;2016-10-09;XVI de Ñuble;Pinto
35463;contaminacion de suelo;37.18;2005-05-03;VI del Libertador General Bernardo O'Higgins;La Estrella
35464;mal olor;43.44;2008-03-17;VIII del Bio-Bio;Nacimiento
35465;contaminacion de suelo;22.16;1992-11-26;Metropolitana de Santiago;San Pedro
35466;destruccion del medio ambiente;39.22;2010-04-21;IV de Coquimbo;Canela
35467;contaminacion del aire;9.75;2015-08-10;IV de Coquimbo;Coquimbo
35468;plagas;1.99;2019-06-01;IV de Coquimbo;Los Vilos
35469;ruido;42.1;2014-12-07;V de Valparaiso;Petorca
35470;contaminacion del aire;8.66;2018-08-19;X de Los Lagos;Quemchi
35471;ruido;46.2;2011-09-29;VI del Libertador General Bernardo O'Higgins;Peralillo
35472;contaminacion de suelo;26.09;1977-12-31;VIII del Bio-Bio;Florida
35473;ruido;15.01;1984-06-18;VIII del Bio-Bio;Quilleco
35474;plagas;2.69;2019-02-24;III de Atacama;Alto del Carmen
35475;contaminacion de suelo;42.67;2004-05-08;II de Antofagasta;Sierra Gorda
35476;contaminacion del aire;14.3;1989-03-25;IX de La Araucania;Tolten
35477;destruccion del medio ambiente;27.91;2010-10-23;Metropolitana de Santiago;San Miguel
35478;radiacion;11.17;2009-06-15;III de Atacama;Vallenar
35479;radiacion;0.68;2010-09-11;XVI de Ñuble;Yungay
35480;radiacion;4;2015-06-09;IX de La Araucania;Freire
35481;destruccion del medio ambiente;5.05;2017-06-21;VIII del Bio-Bio;Lota
35482;contaminacion del aire;30.49;2010-05-16;X de Los Lagos;Puerto Varas
35483;contaminacion del aire;24.07;2008-06-11;III de Atacama;Alto del Carmen
35484;contaminacion de suelo;47.79;2017-09-18;V de Valparaiso;Calle Larga
35485;contaminacion de la cadena trofica;5.64;1975-04-30;IX de La Araucania;Melipeuco
35486;radiacion;31.94;1980-07-06;VIII del Bio-Bio;Arauco
35487;contaminacion de suelo;9.22;2003-10-05;Metropolitana de Santiago;Cerro Navia
35488;mal olor;30.07;2006-06-11;Metropolitana de Santiago;San Jose de Maipo
35489;contaminacion del aire;19.84;1991-05-21;X de Los Lagos;Palena
35490;ruido;32.54;2003-04-11;IV de Coquimbo;La Higuera
35491;contaminacion de suelo;17.27;1981-11-21;X de Los Lagos;Futaleufu
35492;radiacion;25.27;2016-10-18;Metropolitana de Santiago;El Bosque
35493;radiacion;18.28;2018-12-30;VIII del Bio-Bio;Talcahuano
35494;plagas;28.33;2019-05-22;IX de La Araucania;Curacautin
35495;contaminacion de la cadena trofica;46.42;2013-07-27;X de Los Lagos;Ancud
