numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
95486-42644-GH;contaminacion de suelo;3.87;07-08-1994;I de Tarapaca;Colchane
91276-43142-LB;destruccion del medio ambiente;33.15;12-05-1995;VII del Maule;Licanten
58225-77706-BL;plagas;44.08;01-06-1998;VIII del Bio-Bio;Cabrero
18403-71772-BL;plagas;31.52;04-07-2019;XVI de Ñuble;Quirihue
86769-37405-BH;destruccion del medio ambiente;49.62;10-05-2002;V de Valparaiso;Calera
93297-85076-NG;mal olor;45.33;08-06-1979;VII del Maule;San Rafael
71699-36453-LD;contaminacion de suelo;29.56;10-12-2013;VII del Maule;Hualañe
69596-80581-AE;destruccion del medio ambiente;3.26;04-12-1971;Metropolitana de Santiago;Quinta Normal
94320-24859-BL;contaminacion de la cadena trofica;34.94;06-01-2006;Metropolitana de Santiago;Alhue
57567-95151-FK;destruccion del medio ambiente;12.63;12-04-2018;IX de La Araucania;Perquenco
32799-9461-BH;contaminacion del aire;15.62;24-06-2017;VI del Libertador General Bernardo O'Higgins;Palmilla
67902-78038-DL;contaminacion de suelo;33.99;05-11-1996;VI del Libertador General Bernardo O'Higgins;Marchihue
52333-55506-BA;contaminacion de agua;41.86;07-01-2012;Metropolitana de Santiago;Lampa
15676-74005-LD;destruccion del medio ambiente;30.84;03-12-1988;IX de La Araucania;Lonquimay
55972-37651-DM;destruccion del medio ambiente;40.6;11-06-2016;VIII del Bio-Bio;Contulmo
54625-2357-OO;plagas;41.03;27-12-2013;V de Valparaiso;Nogales
84055-31259-AN;radiacion;36.23;12-05-1973;V de Valparaiso;Quintero
41259-11528-OG;contaminacion de suelo;21.81;01-06-2019;XI de Aysen del General Carlos Ibañez del Campo;Tortel
75986-72597-AO;contaminacion de la cadena trofica;33.62;14-04-2000;VIII del Bio-Bio;Tucapel
61669-75753-MB;mal olor;10.76;11-05-1994;VII del Maule;Linares
8037-89920-FA;radiacion;33.45;23-02-1982;X de Los Lagos;Rio Negro
35083-93581-HG;contaminacion de suelo;8.34;07-04-1972;VI del Libertador General Bernardo O'Higgins;Coltauco
84453-17091-OH;contaminacion de agua;37.71;30-11-2015;Metropolitana de Santiago;La Florida
28708-29040-MN;ruido;30.61;06-07-1965;Metropolitana de Santiago;Paine
60899-8342-LB;contaminacion del aire;29.34;27-07-2000;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
44843-51777-FN;contaminacion de suelo;9.17;12-04-2013;IX de La Araucania;Curacautin
12692-75682-OL;plagas;5;03-11-2017;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
95657-35295-DM;contaminacion del aire;18.53;28-04-1976;Metropolitana de Santiago;Lo Barnechea
34523-75095-MF;destruccion del medio ambiente;21.36;14-03-1978;Metropolitana de Santiago;Tiltil
11426-11701-DN;contaminacion de agua;20.89;08-07-2014;VII del Maule;Constitucion
60249-19723-HM;contaminacion de agua;31.41;28-05-2015;IV de Coquimbo;Rio Hurtado
39590-49931-BM;contaminacion de agua;45.38;23-07-2011;X de Los Lagos;Quellon
75728-46042-DA;contaminacion del aire;7.65;22-10-1964;Metropolitana de Santiago;Isla de Maipo
23029-51990-JF;contaminacion de la cadena trofica;28.64;28-10-2000;XIV de Los Rios;Mafil
25381-12067-KJ;radiacion;15.44;10-03-2016;Metropolitana de Santiago;La Granja
90023-51222-JO;destruccion del medio ambiente;26.59;27-11-2018;Metropolitana de Santiago;La Florida
45061-13173-FJ;plagas;46.64;22-05-2012;X de Los Lagos;Puerto Varas
57203-92603-HN;contaminacion de agua;19.01;20-07-1999;I de Tarapaca;Iquique
38860-64442-NK;destruccion del medio ambiente;40.45;26-04-2000;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
53137-77539-IG;mal olor;28.86;15-07-1983;VIII del Bio-Bio;Penco
33718-12434-OI;radiacion;20.82;29-01-1994;X de Los Lagos;Dalcahue
72068-61884-KH;contaminacion de la cadena trofica;48.84;29-05-2017;VIII del Bio-Bio;Cabrero
89202-53537-AO;destruccion del medio ambiente;26.07;24-06-2008;XIV de Los Rios;Lanco
49608-42949-DM;mal olor;0.58;17-12-1990;Metropolitana de Santiago;Lo Espejo
32007-7218-FB;ruido;38.52;13-06-1965;Metropolitana de Santiago;Cerrillos
6125-50169-ID;contaminacion de suelo;25.45;04-10-2010;XII de Magallanes y de La Antartica Chilena;Primavera
76475-64094-JA;radiacion;2.17;05-11-1971;I de Tarapaca;Camiña
69240-88862-HN;contaminacion del aire;8.37;02-09-1993;VII del Maule;Empedrado
89840-53364-EF;contaminacion de la cadena trofica;41.67;25-04-2019;VIII del Bio-Bio;Hualpen
80627-90757-FL;mal olor;7.21;04-07-2014;Metropolitana de Santiago;Huechuraba
89107-4752-BN;ruido;42.57;17-06-2016;VI del Libertador General Bernardo O'Higgins;San Fernando
72438-89722-EH;mal olor;6.21;19-12-2009;IX de La Araucania;Padre Las Casas
84055-20480-JM;contaminacion de la cadena trofica;0.59;25-01-2019;V de Valparaiso;Isla de Pascua
67123-83143-LB;radiacion;27.89;24-02-2000;IX de La Araucania;Saavedra
37672-54914-OD;mal olor;5.73;18-05-2017;V de Valparaiso;Santa Maria
75089-6150-JL;destruccion del medio ambiente;39.18;24-08-2019;Metropolitana de Santiago;Peñaflor
6950-96596-LD;destruccion del medio ambiente;34.58;20-10-2004;V de Valparaiso;San Felipe
3066-71320-GI;destruccion del medio ambiente;37.32;08-06-2018;X de Los Lagos;Los Muermos
72435-85863-BI;plagas;18.73;07-01-1964;II de Antofagasta;Taltal
48687-31086-AM;mal olor;35.8;19-11-1995;V de Valparaiso;San Esteban
77035-35668-OO;destruccion del medio ambiente;36;10-05-2016;Metropolitana de Santiago;La Florida
57699-47424-GN;ruido;4.67;27-04-2018;VIII del Bio-Bio;Santa Barbara
54591-46338-ID;plagas;40;15-04-1986;IX de La Araucania;Curacautin
10995-93726-LM;contaminacion del aire;48.3;24-04-1987;XII de Magallanes y de La Antartica Chilena;Punta Arenas
35121-54870-OH;plagas;18.69;16-02-2001;X de Los Lagos;Quellon
92224-87124-OF;destruccion del medio ambiente;7.14;13-01-1992;I de Tarapaca;Camiña
4659-35820-GE;contaminacion de suelo;9.07;04-09-2003;VI del Libertador General Bernardo O'Higgins;Palmilla
4611-24746-BG;contaminacion del aire;48.47;31-05-1962;Metropolitana de Santiago;Independencia
96227-60422-GF;contaminacion de agua;49.42;15-11-2009;Metropolitana de Santiago;Puente Alto
34856-28379-EE;destruccion del medio ambiente;40.62;06-02-1977;IV de Coquimbo;La Higuera
27110-40527-NL;contaminacion del aire;24.36;25-02-2008;VI del Libertador General Bernardo O'Higgins;Peumo
85542-33070-KO;contaminacion de agua;46.29;22-04-2013;Metropolitana de Santiago;Macul
51037-43657-BB;contaminacion del aire;16.06;07-05-2015;VIII del Bio-Bio;Tome
4756-93745-DB;contaminacion del aire;25.99;18-04-2014;XII de Magallanes y de La Antartica Chilena;Timaukel
2313-46266-EK;contaminacion de agua;18.56;13-12-1986;VIII del Bio-Bio;Chiguayante
15856-90137-DF;contaminacion de la cadena trofica;46.65;13-02-2017;VIII del Bio-Bio;Antuco
26286-6038-NB;plagas;29.49;20-08-2010;V de Valparaiso;Cabildo
48773-30700-NK;contaminacion de suelo;32.6;27-12-1988;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
14922-11616-BG;mal olor;43.32;17-03-2008;V de Valparaiso;Cabildo
3823-29459-OK;plagas;2.11;05-01-1995;XII de Magallanes y de La Antartica Chilena;Porvenir
95207-42421-IM;destruccion del medio ambiente;5.79;23-04-2019;I de Tarapaca;Pica
30338-25654-LA;plagas;24.91;19-08-2016;VII del Maule;Constitucion
37658-34701-JN;ruido;22.96;02-07-2017;VI del Libertador General Bernardo O'Higgins;Coltauco
12639-288-HE;ruido;0.85;30-07-1979;VIII del Bio-Bio;Santa Juana
89389-59367-FI;contaminacion de la cadena trofica;6.89;13-07-1994;III de Atacama;Freirina
34414-57031-HB;destruccion del medio ambiente;39.37;28-08-2013;VIII del Bio-Bio;Los Alamos
39902-22117-MD;contaminacion de suelo;5.48;07-12-2013;VII del Maule;Pelarco
54436-88273-MM;contaminacion de la cadena trofica;9.96;09-03-2014;IX de La Araucania;Lonquimay
72708-57756-GK;contaminacion de la cadena trofica;33.87;16-03-1994;I de Tarapaca;Pozo Almonte
27138-64291-AJ;mal olor;38.4;10-01-1978;VIII del Bio-Bio;Alto Biobio
27540-19685-FK;contaminacion del aire;37.45;06-07-2012;V de Valparaiso;Calle Larga
52541-89457-DH;mal olor;24.37;23-06-1982;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
65065-89235-BJ;contaminacion de agua;5.78;08-01-2006;IX de La Araucania;Vilcun
55031-47380-BA;radiacion;42.83;14-01-2006;IV de Coquimbo;Illapel
49426-95664-KL;destruccion del medio ambiente;41.39;19-10-1977;VII del Maule;Rio Claro
46372-19669-NO;radiacion;25.92;23-07-1987;VIII del Bio-Bio;Coronel
48036-11817-JF;radiacion;15.49;25-02-2006;VI del Libertador General Bernardo O'Higgins;Nancagua
94505-32127-LI;contaminacion de suelo;25.14;27-06-1996;V de Valparaiso;Quillota
54516-2981-IE;destruccion del medio ambiente;41.78;20-04-2005;X de Los Lagos;Frutillar
5229-8257-FB;destruccion del medio ambiente;16.1;02-12-2010;Metropolitana de Santiago;La Cisterna
16315-501-BL;contaminacion de agua;41.8;04-04-1993;XV de Arica y Parinacota;Arica
64795-55053-MJ;ruido;16.43;06-03-1971;XVI de Ñuble;San Ignacio
97089-76051-GD;ruido;24.94;06-12-1988;VI del Libertador General Bernardo O'Higgins;Palmilla
48126-3918-KO;contaminacion de la cadena trofica;4.74;23-02-1998;IV de Coquimbo;Andacollo
50757-79483-DH;destruccion del medio ambiente;39.95;02-01-1991;IV de Coquimbo;Monte Patria
78610-18556-ON;destruccion del medio ambiente;8.82;14-12-1998;XII de Magallanes y de La Antartica Chilena;Punta Arenas
43504-16430-LI;radiacion;19.09;17-06-1980;VII del Maule;Retiro
574-2303-AO;radiacion;9.87;30-05-2017;XII de Magallanes y de La Antartica Chilena;Punta Arenas
18857-20299-HA;contaminacion de suelo;26.02;12-12-2017;IV de Coquimbo;Rio Hurtado
10899-5386-IB;plagas;46.49;09-06-2017;IX de La Araucania;Lautaro
16450-49767-EG;radiacion;6.04;21-04-1992;II de Antofagasta;Antofagasta
18462-3031-EF;contaminacion de la cadena trofica;42.41;20-09-2011;X de Los Lagos;Ancud
78496-2596-IO;contaminacion de suelo;36.9;31-08-1987;VI del Libertador General Bernardo O'Higgins;Marchihue
18348-88107-OE;plagas;34.33;22-10-2018;X de Los Lagos;Quemchi
48216-75533-HL;mal olor;45.43;11-02-2005;X de Los Lagos;Dalcahue
28795-70570-LI;contaminacion de la cadena trofica;23.09;06-04-1987;VIII del Bio-Bio;Mulchen
54300-16038-IM;mal olor;13.02;12-04-1972;II de Antofagasta;San Pedro de Atacama
87847-7659-FL;contaminacion de la cadena trofica;44.71;24-06-1982;VIII del Bio-Bio;Hualpen
30370-64403-GH;ruido;35.79;20-12-2004;III de Atacama;Alto del Carmen
80039-31845-FD;contaminacion de suelo;41.63;21-11-2017;V de Valparaiso;Quintero
4751-17911-BE;contaminacion de agua;46.05;29-10-2016;VIII del Bio-Bio;Cañete
43855-1121-LM;destruccion del medio ambiente;32.64;18-06-2004;Metropolitana de Santiago;Macul
60135-64957-FL;radiacion;14.44;08-03-1993;X de Los Lagos;Puerto Varas
25187-82032-BN;radiacion;7.21;11-05-2008;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
90384-81648-BG;radiacion;46.19;01-04-1977;VII del Maule;Parral
99041-31911-EB;contaminacion de suelo;0.63;24-05-2012;XVI de Ñuble;Yungay
88715-43399-DB;radiacion;12.93;04-05-1993;X de Los Lagos;Puerto Varas
68260-53616-NE;contaminacion del aire;28.57;30-07-2009;VI del Libertador General Bernardo O'Higgins;Machali
74621-93276-BA;contaminacion del aire;2.64;04-10-2010;IV de Coquimbo;Illapel
1320-91863-GH;plagas;30.36;22-09-1987;VI del Libertador General Bernardo O'Higgins;Chimbarongo
75384-2074-DG;contaminacion del aire;34.93;30-12-2010;Metropolitana de Santiago;La Cisterna
25581-29058-BJ;contaminacion de suelo;6.68;09-04-1993;V de Valparaiso;El Tabo
79688-62300-NN;contaminacion de agua;20.28;20-08-2003;X de Los Lagos;Chaiten
80556-2209-BG;contaminacion del aire;16.48;20-02-2019;Metropolitana de Santiago;Las Condes
55864-31213-HH;contaminacion del aire;39.07;11-03-2009;Metropolitana de Santiago;Ñuñoa
92339-16961-LA;plagas;43.31;05-06-2012;VIII del Bio-Bio;Antuco
32792-31134-KF;ruido;12.46;20-05-1989;IX de La Araucania;Cunco
52139-64828-BB;mal olor;24.42;25-02-2018;VII del Maule;Pencahue
51214-45423-LH;destruccion del medio ambiente;24.06;04-12-2009;IX de La Araucania;Tolten
41455-2465-MN;contaminacion de suelo;26.64;12-06-2000;VIII del Bio-Bio;Contulmo
86877-87325-BI;contaminacion del aire;47.67;25-06-2012;VIII del Bio-Bio;Hualpen
74321-46665-EN;destruccion del medio ambiente;35.8;10-04-2002;XII de Magallanes y de La Antartica Chilena;Primavera
75013-63048-DI;mal olor;0.61;05-08-2010;IV de Coquimbo;Salamanca
10258-90362-HM;radiacion;21.6;13-07-2016;V de Valparaiso;Puchuncavi
39174-46256-MN;contaminacion de suelo;44.13;05-07-1985;VI del Libertador General Bernardo O'Higgins;Paredones
81843-54531-MN;mal olor;20.22;24-04-2015;V de Valparaiso;El Quisco
75661-66520-LI;mal olor;45.57;20-04-1972;VI del Libertador General Bernardo O'Higgins;Pichilemu
26000-66131-JF;radiacion;1.88;14-12-2004;Metropolitana de Santiago;Ñuñoa
78833-43705-HD;contaminacion de la cadena trofica;9.28;20-08-1979;IX de La Araucania;Curacautin
44731-47236-MB;contaminacion del aire;1.39;17-07-1989;XVI de Ñuble;Chillan
94697-38868-EA;plagas;34.16;27-11-2018;Metropolitana de Santiago;La Granja
263-96226-BF;contaminacion de suelo;20.27;01-10-2015;VIII del Bio-Bio;Concepcion
74501-82586-BG;contaminacion de la cadena trofica;34.98;01-01-2010;VIII del Bio-Bio;Tirua
26514-28240-MB;contaminacion de suelo;19.4;12-07-2019;V de Valparaiso;Olmue
2738-68821-OG;ruido;40.6;26-09-2018;V de Valparaiso;San Esteban
2459-32930-NB;destruccion del medio ambiente;19.36;22-10-2008;IX de La Araucania;Carahue
39379-85157-MK;contaminacion de la cadena trofica;13.93;22-11-2009;VI del Libertador General Bernardo O'Higgins;Palmilla
3806-91786-GB;contaminacion de agua;26.94;24-12-2009;IX de La Araucania;Los Sauces
60248-39887-JL;contaminacion del aire;29.3;26-07-2010;VIII del Bio-Bio;Antuco
79947-91077-DO;ruido;9.94;05-01-2018;IX de La Araucania;Galvarino
88826-9333-NH;ruido;3.88;11-04-1956;IX de La Araucania;Freire
94780-73542-MM;radiacion;47.6;01-01-2007;X de Los Lagos;Quinchao
40517-36157-HA;ruido;38;04-05-2010;II de Antofagasta;Taltal
40277-74174-IN;contaminacion de la cadena trofica;10.41;14-04-1961;VI del Libertador General Bernardo O'Higgins;Graneros
68829-80522-OJ;contaminacion del aire;41.56;03-06-1995;IX de La Araucania;Lumaco
77469-68702-OJ;contaminacion de suelo;10.86;23-03-2018;VII del Maule;Colbun
18110-55475-BK;contaminacion del aire;17.24;10-11-2003;XVI de Ñuble;Chillan
21604-87575-IL;radiacion;16.28;28-07-2014;V de Valparaiso;Zapallar
97855-17360-GB;contaminacion de suelo;29.19;05-11-2013;XVI de Ñuble;Coihueco
58640-63844-IK;radiacion;9.85;18-09-1975;XIV de Los Rios;Futrono
12965-73506-AD;contaminacion de la cadena trofica;22.3;24-01-2011;V de Valparaiso;Petorca
52210-67513-NM;contaminacion de suelo;43.38;10-12-2015;XIV de Los Rios;Lago Ranco
5551-55464-EM;contaminacion de la cadena trofica;45.06;27-11-2017;V de Valparaiso;Casablanca
79942-78538-EH;destruccion del medio ambiente;36.27;13-08-2015;VI del Libertador General Bernardo O'Higgins;San Fernando
88658-35406-DB;radiacion;33.38;11-03-2017;IV de Coquimbo;Vicuña
39063-73604-BI;radiacion;45.06;23-02-1995;Metropolitana de Santiago;La Granja
54678-91344-BB;mal olor;48.79;03-06-2017;VI del Libertador General Bernardo O'Higgins;Coinco
72921-87284-BL;radiacion;9.47;06-11-2016;XIV de Los Rios;Corral
36064-60558-HO;mal olor;30.29;17-04-2005;V de Valparaiso;Puchuncavi
76171-7497-ML;plagas;17.55;24-02-1972;III de Atacama;Freirina
35494-21746-HM;mal olor;40.12;30-10-2013;IV de Coquimbo;Salamanca
48552-2491-DA;ruido;18.83;03-12-1993;V de Valparaiso;Concon
71303-66813-GA;ruido;31.45;31-01-2006;VI del Libertador General Bernardo O'Higgins;La Estrella
98851-52881-BD;plagas;39.2;18-08-2019;V de Valparaiso;Juan Fernandez
17101-42407-BJ;destruccion del medio ambiente;7.66;26-02-1988;I de Tarapaca;Iquique
1065-94458-IE;contaminacion del aire;2.34;17-05-2010;XI de Aysen del General Carlos Ibañez del Campo;Aisen
65169-41104-OJ;contaminacion de agua;20.06;28-11-2013;II de Antofagasta;Antofagasta
39500-75634-BO;contaminacion de suelo;20.44;30-09-2002;Metropolitana de Santiago;La Pintana
64636-9960-DG;destruccion del medio ambiente;4.24;03-05-2013;VII del Maule;Romeral
58320-4851-GF;radiacion;31.98;26-03-1984;X de Los Lagos;Chaiten
30090-66435-OL;mal olor;16.61;10-02-1971;Metropolitana de Santiago;San Jose de Maipo
22433-89314-ED;radiacion;18.52;17-12-1980;VI del Libertador General Bernardo O'Higgins;Navidad
4203-21979-FM;ruido;20.35;10-11-1993;VI del Libertador General Bernardo O'Higgins;Lolol
78662-21197-NI;ruido;11.89;22-04-1971;VI del Libertador General Bernardo O'Higgins;Navidad
80176-24673-OK;ruido;16.15;19-11-2008;Metropolitana de Santiago;San Jose de Maipo
61090-45295-MB;contaminacion de la cadena trofica;23.6;24-07-2011;V de Valparaiso;Concon
36735-20413-OJ;contaminacion de la cadena trofica;36;03-04-2019;VIII del Bio-Bio;Yumbel
82271-35004-AD;mal olor;29.8;30-08-2011;X de Los Lagos;Cochamo
64944-82529-EA;contaminacion de suelo;45.33;21-11-2000;III de Atacama;Alto del Carmen
13467-46430-IA;destruccion del medio ambiente;3.5;20-09-2000;V de Valparaiso;Catemu
11078-68867-KL;mal olor;18.83;23-03-2005;VIII del Bio-Bio;Yumbel
61913-57226-LI;contaminacion de suelo;39.89;11-10-1977;X de Los Lagos;Puyehue
61438-89898-KL;ruido;35.94;17-10-1963;IV de Coquimbo;Combarbala
73641-44457-GK;mal olor;1.17;06-02-2017;Metropolitana de Santiago;Paine
62604-40684-BL;plagas;7.91;19-09-2006;XIV de Los Rios;Rio Bueno
93197-58250-MG;contaminacion de la cadena trofica;26.15;04-11-1988;IV de Coquimbo;Coquimbo
38260-65997-HH;mal olor;20.78;24-07-2018;II de Antofagasta;Maria Elena
8585-35289-OO;destruccion del medio ambiente;3.85;19-04-1992;XV de Arica y Parinacota;General Lagos
68340-47947-IG;contaminacion de suelo;32.18;20-02-2015;IV de Coquimbo;Salamanca
29136-7484-GK;mal olor;47.24;13-01-1967;VI del Libertador General Bernardo O'Higgins;Coinco
34166-79896-AN;radiacion;9.76;01-04-2016;XV de Arica y Parinacota;Arica
15833-89555-FE;plagas;12.82;26-02-2019;Metropolitana de Santiago;La Florida
47032-59255-AN;plagas;17.95;30-09-2014;VI del Libertador General Bernardo O'Higgins;Palmilla
78419-86464-OI;contaminacion de la cadena trofica;11.49;06-06-1978;VII del Maule;San Rafael
36199-54356-NA;contaminacion del aire;20.57;31-05-2010;V de Valparaiso;Panquehue
82845-78460-DD;contaminacion de la cadena trofica;37.29;08-08-2017;VI del Libertador General Bernardo O'Higgins;Litueche
47330-20103-LG;mal olor;49.43;10-10-2002;VI del Libertador General Bernardo O'Higgins;Pumanque
62717-62243-EN;contaminacion de la cadena trofica;30.85;14-07-1997;VII del Maule;Yerbas Buenas
80423-93782-MG;plagas;39.05;01-04-1984;XIV de Los Rios;Paillaco
58264-44676-GD;contaminacion de agua;10.29;04-03-1997;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
11827-58855-GE;contaminacion del aire;39.63;08-03-2017;III de Atacama;Tierra Amarilla
96174-93485-BI;ruido;9.83;22-11-2016;VIII del Bio-Bio;Lota
26605-76431-OG;contaminacion del aire;37.95;20-01-2012;VIII del Bio-Bio;Lota
94427-6629-FB;radiacion;30.79;03-12-2007;V de Valparaiso;Los Andes
47167-12279-HA;contaminacion del aire;35.8;02-11-1980;VIII del Bio-Bio;San Pedro de la Paz
94320-27603-HD;mal olor;34.85;10-08-2001;X de Los Lagos;Calbuco
30220-43994-BN;radiacion;35.61;30-12-2018;Metropolitana de Santiago;Alhue
65040-49210-LJ;contaminacion de agua;4.3;21-09-2002;XVI de Ñuble;Yungay
53405-95628-FO;contaminacion de agua;19;22-09-2016;XVI de Ñuble;San Ignacio
54122-53711-EN;ruido;40.65;20-08-2016;V de Valparaiso;Valparaiso
73515-43717-BO;contaminacion de la cadena trofica;24.59;19-10-2006;Metropolitana de Santiago;Puente Alto
50990-37293-IJ;contaminacion de suelo;29.67;16-05-2009;Metropolitana de Santiago;Peñalolen
52224-20447-BJ;ruido;34.5;25-01-1994;V de Valparaiso;El Quisco
8153-3939-LJ;ruido;2.47;17-04-2009;X de Los Lagos;Queilen
49808-311-OM;ruido;8.17;07-05-1982;VII del Maule;Yerbas Buenas
77331-14960-ED;plagas;37.76;08-03-2003;IX de La Araucania;Freire
63900-39971-NH;contaminacion de agua;29.75;11-08-2019;VII del Maule;Curico
70880-16691-EI;contaminacion de suelo;40.95;11-09-2012;IX de La Araucania;Pucon
34478-17879-OK;destruccion del medio ambiente;44.39;14-09-2018;VI del Libertador General Bernardo O'Higgins;Pichilemu
85325-97114-HJ;radiacion;44.7;07-02-1999;XIV de Los Rios;La Union
81744-98820-BD;destruccion del medio ambiente;30.19;16-07-2004;Metropolitana de Santiago;San Pedro
65634-45982-BJ;contaminacion de agua;31.13;16-11-2002;VI del Libertador General Bernardo O'Higgins;Placilla
