numero,ONG,proyecto,presupuesto (US$),tipo,fecha
20863,"Dickens, Pfeffer And Nienow","Hub Group, Inc.",516053,marcha,2013-01-29
20864,Hoppe-Wolf,Kilroy Realty Corporation,634504,redes sociales,2001-08-08
20865,Africa Digna,Mackinac Financial Corporation,538224,marcha,2008-11-03
20866,Anderson-Orn,Intracampos,177152,redes sociales,1993-09-27
20867,King ,Pinatolca,903881,redes sociales,2002-05-10
20868,"Herman, Luettgen And Balistreri","Hawkins, Inc.",572758,redes sociales,1992-12-17
20869,"Lowe, Streich And Purdy",Comcast Corporation,255514,redes sociales,2019-03-15
20870,"Medhurst, Thiel And Schuster",Celgene Corporation,230596,redes sociales,2019-05-13
20871,Zieme-Metz,Special Opportunities Fund Inc.,448866,marcha,1999-06-18
20872,"Grady, Hermann And Streich",Esperanza,94430,marcha,1981-11-13
20873,Hand And Sons,"Shutterstock, Inc.",616876,redes sociales,2006-02-15
20874,"Mante, Bode And Wiegand",Cummins Inc.,600837,marcha,2019-06-25
20875,Buckridge Group,"MiMedx Group, Inc",31879,redes sociales,1984-10-16
20876,Kunde-Lowe,"Mirna Therapeutics, Inc.",113576,redes sociales,1988-08-02
20877,"Hintz, Yost And Carter","Avenue Therapeutics, Inc.",555452,redes sociales,2010-03-13
20878,"Johns, Wisozk And Johnson",China Cord Blood Corporation,748022,redes sociales,1970-01-29
20879,Purdy And Sons,Kilroy Realty Corporation,5489,marcha,2015-11-02
20880,Terry Inc,Inacesa - El Jilguero,520708,marcha,1960-04-02
20881,O'Keefe-Zulauf,"Sarepta Therapeutics, Inc.",81269,marcha,2014-09-13
20882,"Hilll, Blick And Cartwright",Check-Cap Ltd.,974427,redes sociales,1968-07-06
20883,"Mante, Bode And Wiegand",La Picarda,826613,redes sociales,2013-09-05
20884,Schimmel Inc,Collahuasi,873940,marcha,2016-06-01
20885,Gutkowski-Schinner,Kilroy Realty Corporation,785444,marcha,1985-05-05
20886,"Cassin, Grant And Pfannerstill",Abeona Therapeutics Inc.,541897,marcha,2004-11-27
20887,Koepp Group,CMP - Boqueron Chanar,55279,marcha,2005-05-11
20888,Gerlach-Leuschke,Clifton Bancorp Inc.,286554,redes sociales,1977-01-30
20889,Kertzmann-Kulas,"Arista Networks, Inc.",261293,redes sociales,2002-01-15
20890,Bode-Nikolaus,Central Garden & Pet Company,621900,marcha,1976-06-15
20891,Lehner-Stanton,"Taiwan Fund, Inc. (The)",47482,redes sociales,2012-10-30
20892,Okuneva Inc,Victoria,337547,redes sociales,2018-08-30
20893,Grimes-Weber,PowerShares BuyBack Achievers Portfolio,995843,marcha,1991-01-19
20894,Marvin-Corkery,Las Luces,533391,redes sociales,1985-12-18
20895,Lakin-Osinski,iShares 20+ Year Treasury Bond ETF,630927,redes sociales,2013-12-13
20896,"Gleichner, Waelchi And Douglas",Zion Oil & Gas Inc,164950,redes sociales,1990-05-21
20897,Afalcontigo,Andes Travertine,627722,marcha,2017-04-23
20898,Champlin-Bauch,CMP - Algarrobo,768406,marcha,1999-09-23
20899,Monahan-Grimes,Check-Cap Ltd.,310564,marcha,2016-12-01
20900,Hilll ,Merus Labs International Inc.,249196,marcha,1993-10-14
20901,Jenkins-Ward,Terreno Realty Corporation,612025,redes sociales,2006-05-25
20902,Braun-Simonis,"Chunghwa Telecom Co., Ltd.",992297,redes sociales,1962-03-22
20903,Zemlak And Sons,La Patagua,138540,redes sociales,2000-09-14
20904,Bins Group,Check-Cap Ltd.,360685,redes sociales,1991-06-08
20905,"Heller, Lubowitz And Dach",E*TRADE Financial Corporation,935253,marcha,2012-11-15
20906,Funk And Sons,BRF S.A.,229832,marcha,1992-10-02
20907,Swaniawski-Sawayn,Cerro Casale,659954,marcha,1987-10-21
20908,Hickle ,ACF - Lagunas,799565,marcha,1982-10-06
20909,Pollich-Treutel,"First Financial Bankshares, Inc.",777406,marcha,1988-09-09
20910,"Becker, Haag And Hammes",United Microelectronics Corporation,807662,marcha,2008-04-21
20911,Senger-Bogisich,"Clear Channel Outdoor Holdings, Inc.",303304,redes sociales,1995-10-30
20912,Adane,Old Republic International Corporation,539029,marcha,1998-12-17
20913,Hettinger-Lynch,El Salvador,748485,redes sociales,2012-09-07
20914,Fadel Group,Special Opportunities Fund Inc.,32245,redes sociales,1999-10-20
20915,Moore-O'Conner,United States Cellular Corporation,894899,redes sociales,1996-03-18
20916,Gutkowski-Nikolaus,Texas Pacific Land Trust,952134,redes sociales,2006-04-22
20917,"Bruen, Kulas And Hodkiewicz",Celite - Carol,817432,marcha,2007-11-02
20918,"Cummerata, Gutmann And Gaylord",Cerro Bayo,584045,redes sociales,2017-04-12
20919,"Cruickshank, Nienow And Abbott",STMicroelectronics N.V.,54068,redes sociales,2006-12-02
20920,Africa-Edusa,Urstadt Biddle Properties Inc.,76224,redes sociales,2011-09-17
20921,"Bruen, Macgyver And Deckow","Pepsico, Inc.",541643,marcha,2016-11-30
20922,Boehm ,Microsemi Corporation,220910,marcha,2009-05-28
20923,"Cronin, Welch And Rippin",Abeona Therapeutics Inc.,559095,redes sociales,1985-08-20
20924,Schumm And Sons,Randgold Resources Limited,344835,redes sociales,1979-03-27
20925,Stoltenberg ,Cohen & Steers Reit and Preferred Income Fund Inc,984620,redes sociales,2003-06-16
20926,Abbott Group,Coiron,72847,marcha,1990-10-05
20927,"Kautzer, Streich And Vandervort",Western Alliance Bancorporation,783485,redes sociales,2015-04-05
20928,O'Hara-Bergstrom,Caupolican,589940,marcha,2002-03-24
20929,Gusikowski-Emard,Laguna Siren,227115,marcha,2016-07-07
20930,Conroy-Howe,Applied DNA Sciences Inc,837426,marcha,1976-04-01
20931,King Group,Pampa Camarones,563923,marcha,2011-12-05
20932,"Schultz, Huel And Cormier","Chegg, Inc.",442306,redes sociales,2016-12-24
20933,Rosenbaum-Leffler,Julia,942385,redes sociales,1982-03-25
20934,Pollich-Treutel,"Texas Capital Bancshares, Inc.",150215,marcha,1966-06-20
20935,Gaylord-Torphy,Nuveen Municipal High Income Opportunity Fund,824376,redes sociales,1990-05-14
20936,"Reynolds, Dare And Barrows",SAP SE,357046,marcha,2014-03-20
20937,Stracke Group,Johnson & Johnson,298088,marcha,1998-10-09
20938,Stiedemann-Wuckert,Pampa Camarones,251713,marcha,2013-07-13
20939,Klein Group,Elenita,265057,redes sociales,2007-03-24
20940,Adela Eh,"Mirna Therapeutics, Inc.",443896,redes sociales,1985-12-12
20941,"Champlin, Oberbrunner And Eichmann",Westpac Banking Corporation,463920,marcha,1994-08-03
20942,"Waters, Batz And Dickinson",Salesforce.com Inc,105690,marcha,1997-10-26
20943,Kunde Inc,La Marcelina,545725,redes sociales,1961-05-18
20944,Wisoky ,Entegra Financial Corp.,135620,marcha,1994-01-25
20945,Adela Eh,"Meridian Waste Solutions, Inc",873983,redes sociales,1982-06-19
20946,"Abshire, Crooks And Kassulke","Shutterstock, Inc.",983947,marcha,1998-02-13
20947,"Lesch, Rath And Pfannerstill","Commerce Bancshares, Inc.",662615,marcha,2017-12-20
20948,Luettgen-Satterfield,"Adams Diversified Equity Fund, Inc.",627912,marcha,2011-12-08
20949,Mcglynn ,United Microelectronics Corporation,898338,redes sociales,2009-07-21
20950,"Kihn, Orn And Farrell",Las Luces,882793,redes sociales,2016-07-27
20951,Rolfson And Sons,Texas Pacific Land Trust,27688,marcha,2008-05-02
20952,"Jacobi, Spencer And Mayer",Terreno Realty Corporation,440822,redes sociales,2006-05-28
20953,Hegmann And Sons,El Volcan,457624,marcha,2004-07-31
20954,"Torphy, Marquardt And Oberbrunner",Los Pelambres,950709,marcha,1993-10-15
20955,Macejkovic-Haag,"India Fund, Inc. (The)",404116,redes sociales,1995-04-19
20956,Cronin ,Silicon Motion Technology Corporation,376204,marcha,2011-04-26
20957,Rowe-Wisoky,Entercom Communications Corporation,292061,marcha,2008-10-26
20958,"Macejkovic, Gusikowski And Keeling",E.I. du Pont de Nemours and Company,597766,marcha,1999-01-21
20959,Zboncak-Kerluke,"Universal Stainless & Alloy Products, Inc.",352092,redes sociales,1990-01-29
20960,Roob-Nicolas,Cummins Inc.,794334,marcha,1982-01-29
20961,Afimu,"SeaChange International, Inc.",416617,marcha,1976-08-11
20962,"Wisozk, Smitham And Wisoky",Jeronimo,160353,redes sociales,2016-06-06
20963,Bahringer-Lehner,Gladstone Commercial Corporation,133199,redes sociales,2013-02-04
20964,"Stark, Langworth And Kovacek",Kamada Ltd.,880510,marcha,2017-06-09
20965,"Cronin, Welch And Rippin",Northern Trust Corporation,195966,marcha,1986-11-30
20966,Schaden-Mitchell,HollyFrontier Corporation,809058,marcha,2014-12-04
20967,Grimes-Weber,Lota,857400,marcha,2005-07-17
20968,Nolan Inc,Guaranty Bancorp,175078,redes sociales,1989-04-25
20969,"Zemlak, Cruickshank And Boehm",Voya Global Equity Dividend and Premium Opportunity Fund,853372,marcha,1981-11-04
20970,Williamson-Watsica,Lenga,933688,redes sociales,1989-12-24
20971,Feest ,Las Piedras,519884,redes sociales,1984-07-19
20972,Accion Natura,Celite - Carol,273693,redes sociales,2014-12-04
20973,Africa Esperanza,Navio,9277,redes sociales,2001-12-04
20974,Hilll-Tromp,"Universal Stainless & Alloy Products, Inc.",802276,redes sociales,2004-11-06
20975,Zieme ,CoreSite Realty Corporation,916618,redes sociales,2008-09-02
20976,"Goodwin, Cremin And Raynor",Silvercrest Asset Management Group Inc.,238689,redes sociales,1979-11-01
20977,Schiller-Mitchell,"Dupont Fabros Technology, Inc.",493183,redes sociales,2015-11-11
20978,Harvey And Sons,Forum Merger Corporation,105748,marcha,2001-10-26
20979,Berge ,La Coipa,598884,redes sociales,1995-04-28
20980,"Goyette, Huels And Champlin",Costamare Inc.,561927,redes sociales,2007-12-19
20981,Will And Sons,Punta de Lobos - Kanita,800837,marcha,1989-11-21
20982,Senger-Bins,"Commerce Bancshares, Inc.",818541,redes sociales,2016-08-04
20983,Pacocha-Heller,Check-Cap Ltd.,664127,marcha,2004-09-09
20984,Russel Group,CoreSite Realty Corporation,927304,redes sociales,2015-03-04
20985,Boehm-Luettgen,PowerShares Nasdaq Internet Portfolio,537374,redes sociales,1995-04-06
20986,"Keeling, Collins And Yost",Celgene Corporation,953415,marcha,2019-06-18
20987,Willms-Ondricka,Radomiro Tomic,489025,marcha,2015-02-21
20988,"Kohler, Harris And Weissnat",Cowen Inc.,450515,redes sociales,2002-09-06
20989,"Grady, Hermann And Streich",Western Alliance Bancorporation,169534,redes sociales,1998-02-08
20990,"Cartwright, Gusikowski And Miller",Toll Brothers Inc.,612035,redes sociales,1958-07-17
20991,"Shields, Grant And Bernier",La Productora,779317,marcha,2019-02-26
20992,Will And Sons,Kraton Corporation,243380,redes sociales,2003-05-10
20993,Mcclure ,Celgene Corporation,87243,redes sociales,2018-07-14
20994,"Zemlak, Cruickshank And Boehm","Waste Management, Inc.",251804,marcha,2017-10-12
20995,Bosco-Kuhn,First Trust Nasdaq Retail ETF,706663,marcha,1994-07-14
20996,Gleason And Sons,Tekla Healthcare Opportunies Fund,429273,redes sociales,2009-09-23
20997,"Goldner, Kertzmann And Paucek",L.B. Foster Company,41350,redes sociales,2005-06-14
20998,Oberbrunner ,La Perla,888502,redes sociales,2018-09-03
20999,"Weissnat, Jaskolski And Bins","SolarEdge Technologies, Inc.",709558,marcha,2012-06-24
21000,Moore-Reilly,SQM - Mapocho,366430,redes sociales,1984-09-03
21001,"Gutkowski, Huel And Murazik",La Productora,314667,marcha,2019-05-26
21002,Eichmann-Fahey,"Westbury Bancorp, Inc.",668195,redes sociales,2019-01-26
21003,Afs Intercultura,Quiborax,471093,redes sociales,2099-07-09
21004,Wilderman-Leannon,Faride,37726,marcha,2004-02-14
21005,Wehner-Jenkins,First Trust Emerging Markets Small Cap AlphaDEX Fund,557519,marcha,2006-02-22
21006,"Crona, Schmeler And Greenfelder",Schwager,301374,marcha,2001-04-09
21007,Africa Viva,Carola,946735,marcha,2008-03-28
21008,"Muller, Reichert And Grimes",El Salvador,168582,marcha,2015-12-03
21009,Stark Inc,"PrivateBancorp, Inc.",353919,redes sociales,2007-01-09
21010,Bartell Inc,Collahuasi,255837,marcha,2006-05-26
21011,Connelly-Ruecker,La Coipa,433702,marcha,1986-09-18
21012,Accion Natura,Nuveen Floating Rate Income Fund,890769,marcha,2005-07-31
21013,"Champlin, O'Reilly And O'Keefe",PowerShares Nasdaq Internet Portfolio,422816,marcha,1967-09-23
21014,"Raynor, Abernathy And Koch","Hub Group, Inc.",965396,marcha,2005-08-23
21015,Rutherford-Becker,Forum Merger Corporation,946904,marcha,2014-11-02
21016,"Brakus, White And Mueller",Nuveen Floating Rate Income Fund,11598,marcha,2012-04-18
21017,Africa Esperanza,L.B. Foster Company,241574,marcha,2010-02-02
21018,"Cronin, Welch And Rippin",Merus Labs International Inc.,74881,marcha,2015-01-08
21019,Cremin-Hodkiewicz,"Sarepta Therapeutics, Inc.",160705,marcha,1998-09-21
21020,Mraz-Eichmann,"Cleveland BioLabs, Inc.",565130,redes sociales,2000-01-31
21021,Beahan-Kuhlman,Elkhorn Commodity Rotation Strategy ETF,284412,marcha,2099-03-02
21022,"Hermann, Quigley And Heaney","Adams Diversified Equity Fund, Inc.",241484,redes sociales,1966-06-25
21023,"Hoeger, Zboncak And Hammes",BLDRS Asia 50 ADR Index Fund,625510,redes sociales,2019-01-26
21024,"Lindgren, Barrows And Goodwin",Nuveen Municipal High Income Opportunity Fund,827777,redes sociales,2010-04-21
21025,Little-Murazik,Corporate Asset Backed Corp CABCO,872045,redes sociales,1978-01-13
21026,Zieme-O'Reilly,"Franklin Financial Network, Inc.",63103,redes sociales,2014-04-22
21027,Zemlak And Sons,Great Plains Energy Inc,408952,redes sociales,1992-04-24
21028,Cassin-Jerde,Tres Valles,506642,marcha,2017-04-20
21029,Breitenberg-Murphy,Zaldivar,671353,redes sociales,2006-04-27
21030,Hoppe-Zboncak,Inseego Corp.,578086,marcha,1995-05-13
21031,"Koch, Feil And Spencer",Inacesa - El Way,834753,redes sociales,1983-08-28
21032,"Rice, Ondricka And Block","German American Bancorp, Inc.",11376,redes sociales,2005-11-22
21033,"Fisher, Cummings And Rowe",Global Partner Acquisition Corp.,908672,marcha,2016-11-17
21034,Harvey And Sons,CoreSite Realty Corporation,635133,redes sociales,1969-01-09
21035,"Hayes, Huel And Keebler",Fair Isaac Corporation,40148,marcha,1971-12-20
21036,Davis Inc,"Kura Oncology, Inc.",441537,marcha,2011-12-27
21037,Lueilwitz Inc,Carvana Co.,132351,marcha,2018-10-05
21038,"Larson, Franecki And Macejkovic",EQT Corporation,720152,redes sociales,2001-03-23
21039,Koepp Group,Alhue,258674,redes sociales,2003-12-15
21040,Heaney-Harber,First Trust Nasdaq Retail ETF,732784,marcha,1977-06-23
21041,Mcglynn ,"Everspin Technologies, Inc.",326871,redes sociales,2008-03-13
21042,Collier-Anderson,R.R. Donnelley & Sons Company,525694,redes sociales,2010-09-30
21043,"Boyle, Weissnat And Blanda",AmerisourceBergen Corporation (Holding Co),465419,marcha,2006-02-19
21044,"Haag, Beatty And Walker",CoreSite Realty Corporation,286022,marcha,1972-07-26
21045,Weimann Inc,Caserones,674949,marcha,1996-04-28
21046,"Steuber, Rutherford And Upton",Eagle Bulk Shipping Inc.,272834,marcha,2005-07-17
21047,Glover Group,"RiverNorth Opportunities Fund, Inc.",433655,marcha,2018-06-23
21048,Torp-Hintz,"Appliance Recycling Centers of America, Inc.",531509,redes sociales,2002-04-07
21049,Schoen And Sons,SQM - Maria Elena,297697,redes sociales,2010-03-06
21050,Cassin-Mayer,"Kayne Anderson Energy Total Return Fund, Inc.",788295,marcha,2014-07-30
21051,Williamson-Schmidt,"Western Refining Logistics, LP",525400,redes sociales,1969-06-25
21052,"Johnson, Batz And Davis","Diamond Hill Investment Group, Inc.",71908,marcha,2008-02-08
21053,"Hackett, Lockman And Littel",Cosayach - Negreiros,949427,marcha,2003-11-10
21054,"Senger, Kemmer And Dickinson",Crawford & Company,182727,marcha,2012-08-05
21055,Green-Cruickshank,SQM - Mapocho,899317,redes sociales,2013-06-27
21056,"Ratke, Swaniawski And Spinka",Hamilton Lane Incorporated,118683,redes sociales,1972-01-12
21057,Smith-Schowalter,"Cyclacel Pharmaceuticals, Inc.",138621,marcha,2019-07-19
21058,"Wilkinson, Prosacco And Kilback",Celite - Tilviche,176134,redes sociales,2010-10-25
21059,Heller-Rohan,"Portola Pharmaceuticals, Inc.",155037,redes sociales,2013-06-21
21060,Africa-Edusa,CMP - El Laco,64829,redes sociales,2018-12-20
21061,Gutkowski ,Apollo Senior Floating Rate Fund Inc.,665696,redes sociales,2018-05-22
21062,"Torp, Bruen And Douglas",Arch Capital Group Ltd.,689286,marcha,2012-04-14
21063,Nolan Inc,Arch Capital Group Ltd.,940437,marcha,2011-03-07
21064,"Lubowitz, Weimann And Lemke",Cambrex Corporation,205144,redes sociales,1997-04-15
21065,Legros-Price,Algorta,512295,redes sociales,1976-11-12
21066,Africa-Edusa,"Investors Bancorp, Inc.",731362,redes sociales,1991-06-25
21067,"Mante, Bins And Crooks",El Toqui,567936,marcha,1981-11-29
21068,Koelpin-Hand,Toll Brothers Inc.,531139,redes sociales,1962-09-01
21069,"Hilll, Blick And Cartwright",Cosayach - Cala Cala,299489,marcha,2019-04-12
21070,Bednar-Buckridge,Cowen Inc.,372067,marcha,2012-11-12
21071,Hudson ,HollyFrontier Corporation,448971,marcha,1986-11-10
21072,Quitzon-Stark,El Tesoro,271122,redes sociales,1969-01-17
21073,"Collins, Pacocha And Turcotte","CatchMark Timber Trust, Inc.",937888,marcha,2007-07-28
21074,"Lynch, Feest And Eichmann","JA Solar Holdings, Co., Ltd.",145751,redes sociales,2018-08-29
21075,"Cremin, Klocko And Thiel",Global Partner Acquisition Corp.,625374,marcha,2014-09-26
21076,Green-Cruickshank,"Dynex Capital, Inc.",950928,redes sociales,1979-06-11
21077,Kilback Inc,Carola,487877,marcha,2009-03-02
21078,Willms-Ondricka,Arlington Asset Investment Corp,900652,marcha,2009-10-30
21079,Pouros Group,Patriot National Bancorp Inc.,406528,marcha,2018-09-12
21080,Towne-Lehner,"Investors Bancorp, Inc.",815934,redes sociales,2000-01-02
21081,Price Inc,"MiMedx Group, Inc",764455,redes sociales,1968-09-16
21082,"Macejkovic, Barrows And Kshlerin",AmerisourceBergen Corporation (Holding Co),791130,marcha,2005-06-23
21083,"Turner, Reynolds And Wolf","CenterPoint Energy, Inc.",742952,marcha,2002-04-18
21084,Kub Group,Great Elm Capital Corp.,684390,marcha,2009-12-07
21085,Stark Inc,Garrison Capital Inc.,755551,redes sociales,1997-07-16
21086,"Goyette, Huels And Champlin",Drive Shack Inc.,228133,marcha,1982-04-27
21087,"Bartoletti, Macejkovic And Doyle",La Patagua,355360,redes sociales,1998-08-06
21088,Luettgen And Sons,"XO Group, Inc.",307226,redes sociales,2019-05-09
21089,Marvin-Wolff,Alhue,585081,marcha,2017-11-24
21090,Reinger And Sons,"Tootsie Roll Industries, Inc.",508017,redes sociales,1990-08-29
21091,Kovacek-Swift,Guanaco,755264,redes sociales,2019-03-21
21092,Osinski-Zemlak,PrimeEnergy Corporation,220536,redes sociales,2018-02-24
21093,"Kohler, Harris And Weissnat",San Geronimo,573388,marcha,2019-06-28
21094,Zulauf And Sons,Enel Generacion Chile S.A.,656350,redes sociales,1968-09-17
21095,Marquardt ,PTC Inc.,353824,marcha,1999-01-13
21096,Bosco And Sons,Haldeman - Sagasca,229062,marcha,2000-08-07
21097,Hettinger-Kuhic,Arlington Asset Investment Corp,277494,marcha,2013-03-12
21098,Dooley Group,Vina Concha Y Toro,30173,redes sociales,2018-07-31
21099,Kuphal ,Ivan,289265,redes sociales,1988-10-08
21100,Rutherford Group,Montecristo,638706,marcha,2015-09-03
21101,Swaniawski-Kutch,Talcuna,440254,marcha,1982-04-27
21102,Gutkowski-Schinner,"Sierra Oncology, Inc.",282500,marcha,2017-09-30
21103,Hermiston Group,Quiborax,38886,marcha,1989-03-17
21104,Johnston And Sons,Eaton Vance Corporation,247376,redes sociales,2009-04-11
21105,"Breitenberg, Kemmer And Schumm",CMP - Romeral,654495,marcha,1994-11-28
21106,"Volkman, Kulas And Hodkiewicz",Mantos Blancos,195318,marcha,2018-01-29
21107,Raynor-Oberbrunner,PIMCO Dynamic Credit and Mortgage Income Fund,602841,redes sociales,1982-02-22
21108,"Wyman, Nicolas And Fahey",Brookfield Global Listed Infrastructure Income Fund,402381,redes sociales,2015-12-31
21109,"Mohr, Monahan And Hermiston","Western New England Bancorp, Inc.",649138,marcha,2004-05-25
21110,Schaden-Mitchell,Lomas Bayas,904247,marcha,1976-03-04
21111,"Kuvalis, Harris And Okuneva","Pinnacle Financial Partners, Inc.",206789,marcha,1997-08-31
21112,Miller ,Jeronimo,303361,redes sociales,1993-10-06
21113,Walter-Littel,United Insurance Holdings Corp.,654587,redes sociales,2013-12-22
21114,Aufderhar-Hettinger,Comcast Corporation,593482,redes sociales,2005-11-08
